The,Time,Traveller,16
I,could,see,13
said,Time,Traveller,12
said,Medical,Man,11
Time,Machine,I,8
Palace,Green,Porcelain,8
I,think,I,8
I,felt,I,7
The,Medical,Man,7
I,can,not,7
