shook,head,trying,clear,3
entrance,forward,command,bunker,3
Or,hear,won,answer,3
Hendricks,shook,head,trying,3
Is,everything,right,bunker,3
I,m,giving,order,3
m,giving,order,Silence,3
Can,hear,I,m,3
How,many,How,many,3
Russian,army,pants,shirt,3
