said,Candide,I,12
Thunder,ten,Tronckh,11
da,f√,_,9
Friar,Girofl√,e,9
_auto,da,f√,9
For,part,I,7
said,Martin,I,6
best,possible,worlds,6
The,old,woman,6
Cunegonde,old,woman,6
