I,can,not,think,2
John,Morton,Archbishop,Canterbury,2
sees,necessity,preferring,concerns,2
come,whilst,men,depressed,2
daughter,John,Colt,New,2
The,reason,punishing,severely,2
reason,determines,man,believe,2
take,care,possible,means,2
faster,breeding,countries,brought,2
wild,beasts,can,not,2
