BOOK,PARADISE,LOST,BOOK,8
THE,END,OF,THE,8
Heav,n,Heav,ns,8
Dominations,Princedoms,Vertues,Powers,8
Thrones,Dominations,Princedoms,Vertues,8
stand,In,sight,God,8
Heav,n,Earth,shall,8
shall,bruise,Victors,heel,8
return,d,By,Night,8
Night,With,solemn,Bird,8
