ASCII,approximation,follows,10
__,__,__,10
I,can,not,8
Gospel,Three,Dimensions,6
Universal,Colour,Bill,6
Art,Sight,Recognition,5
see,straight,line,5
inches,every,way,4
three,inches,every,4
I,could,see,4
