__,__,__,__,4
three,inches,every,way,4
I,may,almost,say,4
Square,three,inches,every,4
ASCII,approximation,follows,My,4
first,hour,first,day,4
half,containing,eye,mouth,4
13,How,I,Vision,4
Line,three,inches,moving,4
diffuse,Theory,Three,Dimensions,4
